algo,startNode/endNode,budget,userID,totalPOI,totalCost,totalProfit,totalInterest,reachEndNode,totalPopInt,maxInterest,minInterest,tour,iter,groupID
ranClusterOnce,7,200,97478728@N00,7,594.1975961141576,4.215596330275229,1.0,True,2.6077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,65173084@N00,7,594.1975961141576,4.215596330275229,0.0,True,2.1077981651376145,0.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,59724445@N07,7,594.1975961141576,4.215596330275229,2.0,True,3.1077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,18383768@N00,7,594.1975961141576,4.215596330275229,1.7803431476382126,True,2.997969738956721,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,41814550@N00,7,594.1975961141576,4.215596330275229,1.0,True,2.6077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,73101728@N00,7,594.1975961141576,4.215596330275229,5.0,True,4.6077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,27291676@N06,7,594.1975961141576,4.215596330275229,1.0,True,2.6077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,64509021@N06,7,594.1975961141576,4.215596330275229,5.0,True,4.6077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,84197163@N00,7,594.1975961141576,4.215596330275229,5.8941441441441444,True,5.054870237209687,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,15273063@N00,7,594.1975961141576,4.215596330275229,1.0,True,2.6077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,69843317@N00,7,594.1975961141576,4.215596330275229,5.0,True,4.6077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,34314322@N00,7,594.1975961141576,4.215596330275229,3.2014633140972784,True,3.7085298221862537,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
ranClusterOnce,7,200,12693197@N06,7,594.1975961141576,4.215596330275229,1.0,True,2.6077981651376145,1.0,0.0,7-21-28-22-7-11-27-7-16-6-7,1,5.0
